id,review_text,stars,sentiment_label,sentiment
en_0626881,"Very tired theme; boring.

I did not like this one. In fact, I got so tired of it that I read what I could, skipped to the end and gave it to someone else.",2,0,negative
en_0786508,"A big disappointment

As a huge Alan Jackson fan ever since he came on the scene with Here In The Real World, I came away disappointed with this collection billed as 34 Number Ones. For me it was 26 Number Ones and 8 wannabes. Sorry Alan... I never heard him do Ring Of Fire before listening to this CD for the first time. I wonder where in the world that one got enough air time to be a Number One... Sorry Alan...",2,0,negative
en_0982483,"the item arrived non functional

the item does not work at all... deffective ---dont buy from this buyer",3,1,neutral
en_0329813,"Spelled wrong

I like the banner but it is spelled wrong so it's completely useless.",2,0,negative
en_0850854,"Don't bother

Mirror is small and very hard to see with. Mirror surface is also not smooth which makes it more difficult to see.",2,0,negative
en_0392527,"The back part scratches the skin

The back part scratches the skin. causing blisters continuously. Difficult to return, so I gave up.",3,1,neutral
en_0068335,"Good as usual!

Work as intended and havnt broken yet",4,2,positive
en_0767673,"Awesome

A little hard to get the words off the paper but looks amazing on the wall",4,2,positive
en_0862972,"Didn't last long.

The charging plug in has already died. It only worked a couple of months. The cord works with another base.",3,1,neutral
en_0084175,"Nice accessory

Nice accessory to my SUV. Good quality. Sticker works well, been on about 3-4 weeks and if still sticks",5,2,positive
en_0352769,"Quality power.

The switch mechanism is well designed. Comfortable to hold & operate for longer grinds & cuts. A bit of a process to remove the guard when necessary.",5,2,positive
en_0278282,"Three Stars

Would give it more stars if I could get one without cracks in the lid.",3,1,neutral
en_0951911,"Chicken coop

That's both of them side-by-side not as big as advertised and missing parts didn't come with the tarps and was missing the polls other than that if you make shift pieces missing and replaced it's pretty good",3,1,neutral
en_0829161,"Would buy again

Happy that I got it, I was trying different brands of probiotics, this is pretty good, will get it again.",5,2,positive
en_0105801,"Wast my money

I wast my money i just buy few days ago first of all its really hard to Assemble and secound lot of score is missing. When we finish the assemble its damage in the corner.",1,0,negative
en_0198781,"Turn off and on unexpectedly

I purchased these candles to use in a live action play, where the actors would light and “blow out” their candles at specific times. They were somewhat disappointing in that they would turn off and on unexpectedly. Other than that, they have a pretty and fairly believable glow/flicker",4,2,positive
en_0244072,"Thumbs up! But...

I used this my entire pregnancy. It great. My only issue with that the pillow cases and pillow ripped easily. Stuffing was everywhere by the end of the pregnancy. Inexpensive but worth it for the money for me.",3,1,neutral
en_0825692,"Five Stars

Love it! Will purchase again for my new phone.",5,2,positive
en_0053066,"Missing one

Very disappointed. I order this product because it said TWO PACK Valentines Table runner and I only got the red one which it is the one I wasn’t planning to use 😩😩",3,1,neutral
en_0446651,"Great price

Replaced old igniter.was exactly the same as old one",3,1,neutral
en_0537978,"Great

Works great. As advertised",5,2,positive
en_0833592,"This code reader was supposed to work on all cars ...

This code reader was supposed to work on all cars. It would not work on a Jeep Liberty but did work on others.",3,1,neutral
en_0614789,"To stiff

Came folded in box and hose broke in center when I was using it. It is to stiff for what it is used for.",2,0,negative
en_0864084,"GET THIS PHONE HOLDER

This was such a great purchase for the money. The only reason I’m giving it 4 starts is because it can get glitchy sometimes and the brackets will open when they’re not supposed to. On the other hand, the suction is GREAT! This baby will never fall off your air vent. It grips your phone perfectly with the automatic brackets and the touch release feature makes it so easy to remove your phone. It also charges super fast! Love it.",4,2,positive
en_0069998,"Awful aftertaste :( Stick with brownie mix

I tried the brownie mix and and loved it so I thought I would try the blondie mix. I didn't like it at all. Awful aftertaste. Had to throw it out. :(",2,0,negative
en_0153192,"It is very flimsy and not at all sturdy. If you are going to use this in ...

I'm not sure how this one compares to other agility sets because this is my one and only set I have purchased. It is very flimsy and not at all sturdy. If you are going to use this in your backyard, you will need to make sure to hold it down with some sort of rock or other material because it is extremely light. The joints are very weak and not well fitting.",3,1,neutral
en_0496352,"I returned it - Came in pieces

Came in pieces -looked like a returned unit. -I therefore sent it back for a refund",1,0,negative
en_0612643,"Four Stars

Super yummy but not yummy enough at this price!",4,2,positive
en_0181318,"I love the feel and control of the leash rope itself

The leash came with a heavy duty clasp that functions well in dirt and snow. I love the feel and control of the leash rope itself. It's far superior to ribbon type leashes I've had up until now. The handle also adds comfort on long walks.",5,2,positive
en_0503332,"Two Stars

It was very pretty but broke a day after smh",2,0,negative
en_0016665,"Made cheap

Peg boards were slightly curved in the middle of the square ones so it made ironing difficult. Both sets of pointy plastic tweezers broke within the first day too. We do enjoy the interlocking boards though.",3,1,neutral
en_0333777,"Four Stars

very strong, use in moderation",4,2,positive
en_0796347,"Pretty but small

Much smaller than pictures made it seem. Color is also more cream.",2,0,negative
en_0370017,"Missing piece

My son loves it, but cant use it because it didnt come with the plug to keep money in it",3,1,neutral
en_0980352,"Sent back! Ear buds hurt.

Sent this back. Eat buds hurt.",1,0,negative
en_0071748,"Good

Good product, no issues",4,2,positive
en_0975681,"Fantastic speaker but mine won’t charge!

I really like this speaker. It is very well made and extremely durable. The sound is loud enough to hear when my boyfriend takes it to the basketball court! I love everything about this speaker except for the charge. I have no idea if my speaker is defective or if I am doing something wrong but it will not hold a charge. I have charged it while it was off all day and when it was on and neither way will charge it. I take it to the basketball court and can only listen to it for 10 minutes until it dies. I have tried other wires and nothing works. I’m so disappointed because I love this speaker if it worked but sadly I can’t figure it out.",2,0,negative
en_0974927,"Not what I needed nor expected...

I purchased this product for a long road trip for my computer to charge. My laptop battery only lasts about four hours and I needed something to charge it. It charged it slowly and took 4 hours to charge completely and by then the HALO battery was depleted and needed to be charged itself. I needed it to be more than that and it’s claims that it could last longer are not true for what I needed it to do. I drive long distances more than 8 hours and I need my computer. So I was looking for something more. Unfortunately, because I took a three week trip, by the time I came back to return this item I was literally 1 day late to return this product. I do not recommend this product, I’d rather have spent a little more money and got something else than wasted $160 in this. It did charge phones, but again slow to charge and depleted it to one bar after a couple hours for two phones.",1,0,negative
en_0012079,"Not great quality

After two wears the band around the sole that creates the platform look is disconnecting from the shoe.",2,0,negative
en_0055893,"Product arrived damaged ...

Can't really rate the tamarind paste. It comes in a squeezable plastic bottle and, somewhere along the way, it took a hit. The paste had oozed out the top and made for a rather sticky mess. Fearing the product had been contaminated or spoiled, I simply disposed of it. Unfortunately, the product was shipped in an envelope rather than a box, inviting damage. A box seems like an obvious choice to me. Sorry it didn't work out.",2,0,negative
en_0236779,"Five Stars

Good replacement for the one I abused to death.",5,2,positive
en_0434562,"Lovely

I ordered this dress for Easter for my 12 year old daughter and the size S is just right for her 5'7"" 130lb figure. With an inexpensive bra strap clip, any bra in the same color as the dress can be barely seen under this halter style. The pockets are not noticeable at all, but come in handy! There is a little bit of stretch to the fabric, so my daughter says it's very comfortable. What a great deal on a lovely dress!",5,2,positive
en_0602386,"Great Tongs!

These tongs are amazing! They have a great feel to them and are extremely sturdy! The silicon tips are easy to clean and hold up to high heat with no melting whatsoever. These tongs have a nice weight to them so they are not going to bend when picking up heavier things, such as a heavy pieces of meat. I like that they close and open by pulling/pushing the tab on the end of them. These are well made sturdy tongs and I would recommend them to anyone who is looking for a nice sturdy well built set of tongs!",5,2,positive
en_0692425,"Two Stars

Not useful for my baby and very expensive",2,0,negative
en_0288786,"Too short!

I have asian eyes and thought it would be impossible for fake eyelashes to be too short. Well these are. Additionally, they are so hard to put on. How do people do it? I thought these would be super easy! I would not reommend this product at all.",1,0,negative
en_0407963,"A good book

I didn't think of it as gripping. It moved along nicely and then got melodramatic near the end. Think I'll skip the next one.",3,1,neutral
en_0707168,"Only okay.

These are glass cleaners but there is nothing special about them. I purchased these as I wanted OU dry cleaners but it is both. The drug part cleans only moderately. Will NOT but again.",3,1,neutral
en_0693461,"Love the Timer

I’ve used an Oral B for years. It quit working and my dentist suggested a Sonic. I do love the timer on it! However, it doesn’t clean my teeth very well. I don’t know if it’s just this model or not. I’ll pogo back to Oral B as my teeth always felt clean.",1,0,negative
en_0738715,"Glad for easy prime returns

Slightly see through, no collar, does not button all the way. Glad for easy prime returns",3,1,neutral
en_0866474,"I really liked this movie

I really liked this movie! It did look a little cg'ish on my 4k TV though. But that is the TV's fault, not the movie.",4,2,positive
en_0192717,"Magnet is not strong enough

As you try to clean the tank you constantly have to keep resetting the magnet to the cleaner.",1,0,negative
en_0941475,"Not for me yall!

I have this a two star because first of all the quality feels very very cheap and the sound is not that good and I lost it the first day I brought it to school and I don’t regret losing it coz I hate it !!",2,0,negative
en_0849709,"Will order a few more !

i love this waist trainer it’s not bulky like my other ones it’s very subtle and it’s easy to wear under most clothing plus it’s easy to work out with I can wear it and not feel restrained. Will order many more for daily wear.",5,2,positive
en_0881991,"Its great!

I have been using it for several months now. It does work, but you have to be consistent. I use it, my wife uses it, and my son uses it. Its great !",3,1,neutral
en_0651900,"Nice product!

These are great compression socks! Good quality and arrived quickly. thank you!",5,2,positive
en_0682055,"Did not receive what I ordered.

I ordered white wine glasses and got red wine glasses instead. Decided to keep them. They are small but easy to handle.",1,0,negative
en_0082474,"Not worth the money

Purchased as a gift and I was embarrassed to say the least. Very flimsy and stringy. For the price Pillows might as well have been not stuffed. I definitely expected a way better and sturdier product.",1,0,negative
en_0640394,"So disappointed.

SIZE UP and DO NOT put these in the dryer. I wear a size 7-8 and bought the size 8. When I took them out of the dryer they practically shrunk to a baby sized sock! So disappointed.",2,0,negative
en_0544992,"Missing fuel filter

Shipping was fast but was missing fuel filter in the kit",3,1,neutral
en_0716171,"Two Stars

Disappointed in the work",2,0,negative
en_0187091,"... and for her friends birthday and both dolls were nice but the plastic on BOTH of the packaging was ...

I had ordered two Elsa dolls for my daughter and for her friends birthday and both dolls were nice but the plastic on BOTH of the packaging was pushed in badly and it looked like someone put tape in random places. It just looked like it was used. I dont recommend this is u were buying it for a gift.",2,0,negative
en_0893855,"trash

Its garbage...Nothing what it shows.. if I can return it I would but now I have to look for something else... :(...",1,0,negative
en_0560897,"Perfect gift

Perfect size for traveling!!! So cute, it was the perfect gift for my sister who used it on her cruise.she is obsessed with cats.",5,2,positive
en_0173530,"Four Stars

good way to pass spare time.",4,2,positive
en_0667564,"No credit for bad shipment

Order was damaged and never got to m e.g. but I also did not get a credit",1,0,negative
en_0687371,"The listing says “felt” which led me to believe the ...

The listing says “felt” which led me to believe the entire stocking is felt. It’s not. They are flimsy and cheap but for $5, I guess that’s expected. They will work for this season.",3,1,neutral
en_0555341,"Helpful

Helpful; drop my phone much less now, Lol. Plus, if you fidget, it comes in handy! Lol",5,2,positive
en_0845416,"Three Stars

The zoom in was not as good as I expected it to be",3,1,neutral
en_0212463,"not really 12v 10w. much less. much less.

does not meet stated voltage. 5 volts max at best.",2,0,negative
en_0358635,"transport

when i recieved this item, it already had digs and dents about it... the led screen was also shifted a bit... all in all, this item is as shown and also works perfectly.",3,1,neutral
en_0179714,"Nice moisturizer

I used this on my face after cleansing, before bed. It feels very lightweight out of the bottle, but feels a little thicker and sticky when applied to the skin. My hands were sticky for a few minutes until it soaked in. Fine with me. It has a refreshing light scent that's kind of spearmint. I like the price point!",4,2,positive
en_0499992,"""Prime shipping"" arrives late

Great coffee, been drinking it for several years. Problem though: I never seem to receive the coffee on Prime shipping; arrives later than needed!",4,2,positive
en_0983927,"I love this TeePee!!!!

this is such a beautiful TeePee! I loved everything about it! my baby looked so beautiful in it, So easy to put up with such beautiful packaging , I will definitely be coming back for more!!😍😍😍",5,2,positive
en_0348560,"An ok little pillow, just wish it had less stuffing.

My daughter loves her slightly stuffed pillow, although I wish it was a little less stuffed for her. She uses it every night and has no issues moving it around as needed. It fits her head well although she sinks slightly into it, and I’ve noticed after a decent amount of use some of the stuffing is clumping together. I did reach out to the company in regards to the stuffing but did not get a response. Regardless it’s a cute little pillow and works for her so we are keeping it.",3,1,neutral
en_0336044,"Not metal!

Read the description carefully - these are PLASTIC!",3,1,neutral
en_0457168,"Wavy main sign and no way to contact

The design of the product is very nice. But my big sign is wavy:( and not flat. I think it is wavy because how it was in the main envelope. I can not find a way to contact the seller direct to see if they can send me a new sign. The page says 100 percent satisfaction but no customer service email or number.",2,0,negative
en_0305303,"Pants

Loved the way they fit and looked",4,2,positive
en_0665582,"Not so good

Value for money is great and it’s a very complete kit but for some reason my warmer keeps going off every 2 minutes.",2,0,negative
en_0174419,"Convenient but blah.

These dispensers are a convenient concept for frosting a few cupcakes or cakes-in-a-cup. The cost is much more than it would be to make the frosting yourself, but convenience has value too. And there is no waste. I was disappointed in the flavor of these cream cheese frosting packets. I didn't detect that characteristic tang of cream cheese, just a blah white frosting taste. Not even so much as a vanilla flavor was evident. I would reorder if the product had a tasty cream cheese flavor, but since it doesn't, I won't buy again.",3,1,neutral
en_0430912,"Three Stars

the doors were so tilted that they have to be shaved. Otherwise the hinges worked perfectly.",3,1,neutral
en_0199307,"Didn't last long

Suction fell off car windshield after 2 weeks",2,0,negative
en_0747116,"Only for 5ml rollers... Not 10ml

Note that this is only for 5ml rollers... not the 10ml that are most commonly used. I was highly disappointed and wish they didn’t limit the time I could return it. My life became busy and when I finally tried to return this I was less than a week past the return period.",1,0,negative
en_0616834,"Not worth anything

Broke way to fast and easy",1,0,negative
en_0190472,"Good

This book covered quite a few emotions and topics and was well written. The characters could use a bit note development and some of the events needed more details. Overall a good book.",3,1,neutral
en_0504411,"Three Stars

It does not fit in the ear well. That makes the product usability. Thanks",3,1,neutral
en_0543250,"too big for Easter eggs

They're Easter-themed, but only about half the items are sized to fit in Easter eggs. (If I'm filling Easter eggs for ten kids, I'm not also going to make them favor bags.) Otherwise, it's about what I expected based on what I paid: the items are fine, the whistles whistle and the tops spin. The nicer items were fewer in number: I got two wind-up chicks in my bag and saved them for my own kids' Easter baskets, and four little wheely bugs.",3,1,neutral
en_0459676,"The latch Sucks!!!

Nice gate but the latch is very difficult to get open",2,0,negative
en_0568284,"Three Stars

Don't find dried fruit, except for raisins in each package",3,1,neutral
en_0819787,"Really short

Would be good if you were wearing tights underneath. If not, woah! This seems like a good skirt to wear for a fun run.",4,2,positive
en_0929563,"Mobility and price

Very well built. Over 800 pounds riding on them and doesnt change mobility. Great price.",5,2,positive
en_0776287,"Just as cute as advertised

Perfect plant accessory for my backyard patio",5,2,positive
en_0447307,"Perfect except mine cracked

This was exactly what I was looking for in my home office and I was super happy for 3 months until it started to crack where the wheels frequently roll. Cracks keep getting worse and it will not last a year. The plastic seems to be too ridgid for its intended use.",1,0,negative
en_0652045,"Four Stars

Very cute! My daughter is 7 and loves it. We haven’t seen anyone at her school with it.",4,2,positive
en_0296113,"Scared The watch may fall off my arm.

The watch band does not hold well.",3,1,neutral
en_0539380,"Cool look know what you are looking for

Cool handlebars but not for the z125 pro too long if you in the city these are not for you easy to install but more for a ATV or dirt bike",3,1,neutral
en_0074354,"Warm

Great price - well made - look good !",5,2,positive
en_0043219,"No image on box

There is no picture of what this is on the box. Just a brown box with no real discription. I think I’m going to have to print a picture of it and put it on the box so my 4 year old can tell what this is. Haven’t put it together yet so we’ll see if there’s any issues. Bummed about the image less box",3,1,neutral
en_0480887,"Different from what I ordered

Completely different from the picture! Very disappointed that the color is not the same as the one I ordered",3,1,neutral
en_0282832,"One Star

It came packaged really well but it was broke!!",1,0,negative
en_0505995,"I actually love this bench but one of the screw holes was ...

I actually love this bench but one of the screw holes was stripped out and doesn’t hold the screw. I used wood glue and so far it’s holding. I hope this bench holds up for a while because I really do love it!",2,0,negative
en_0690965,"Works as advertised

So far works as advertised in my 90 gal cube. Put it in the water for 20 min (unplugged), plug it in and set your temperature. Overnight temp was within range. Easy to see numbers for us more mature aquarium keepers and instant verification from across the room with the colored background LED (always on sadly), blue is colder than set temp, green is within range and I assume red is over set range (have not seen that - thankfully). Update: 10 days in and the aquarium is as stable as can be. The temperature does vary about +/- 1 degree during a given 24 hour period but that's to be expected as the temperature of my house easily varies 20 degrees (F) in a given day [I live by the beach and the windows are open 24/7 in the summer]",5,2,positive
en_0879180,"Couldn't get it to work even with dry surface

Couldn't get it to work very well",2,0,negative
en_0373698,"Check item thoroughly before ordering. That applies to everything.

Product seems fine, very satisfied.",3,1,neutral
en_0016338,"Three Stars

Its great but dont last long",3,1,neutral
en_0923432,"Five Stars

These are great. I really like them.",5,2,positive
en_0460757,"Good quality necklace

Necklace is good quality. I wish there is an option for smaller pendant like 20mm, and 25mm.",4,2,positive
en_0227103,"Mix reaction and poor response from the seller

They came a bit bruised because they were not attached, just loosely dropped in the box. Sadly, the tips broke off. The rest of the leaves barely developed. Overall, not impressive.",2,0,negative
en_0656082,"Very light weight

Was cheaper looking than I expected",3,1,neutral
en_0737196,"Three Stars

like watching an action movie. but characters are uninteresting and weird stuff happens",3,1,neutral
en_0159992,"Broken

Received this and the Black was broken and all over the other colors my daughter ordered it for her sisters Christmas present and was very upset now we will have to buy her something else before Christmas",1,0,negative
en_0775211,"Good quality product.

Overall quality is good on this product although they are smaller in size than anticipated.",2,0,negative
en_0496068,"Size

I wish you had sizes in XXLG, if you get any in let me know, I like baggy style. I LOVE the shirt!",4,2,positive
en_0342666,"good quality

good quality set of picks",4,2,positive
en_0586259,"Good to have 4 pair

Already had one pair to break. But while using enjoyed the pair and still have the other three to use.",4,2,positive
en_0231543,"They look exactly like the picture

I liked them very much",4,2,positive
en_0210241,"Problems since day one

Not the best remote and not motorcraft, I had to replace the remote battery when I got it cause it's wouldn't signal the truck to open unless I'm like 3ft near the truck till this day I have a lot trouble opening and locking the well not buy again...",2,0,negative
en_0989370,"Boom Boom Boom!

Amazing sound way better than expected.",5,2,positive
en_0877829,"Missing item

This was supposed to be a 2 pack and only 1 was in the package",1,0,negative
en_0663911,"Great quality

Really good quality. You can get really good shots with those filters",5,2,positive
en_0855149,"Three Stars

its kinda big. but its okay",3,1,neutral
en_0297095,"Vacuum to be or not to be that is the question.

On first use, it would only hold Vac. for 24hrs. and with the battery pack left in, the batt. would go dead within the same amount of time. After removing and cleaning the seals of which there are two, upper and lower, the seal is much better. now it lasts for about a week. I don't leave the batt. pack in, just when needed. batt. are to expensive to leave in 24 & 7! Perhaps the problem is with the valve now. but that's to small to deal with, maybe it will wear-in over time?",3,1,neutral
en_0797501,"Not tested yet

I can't truthfully rate this item yet. Have not had to put it to use. However, when the temps drop I'll find out. I hope the heated bed meets my expectations for keeping the watch dog happy.",3,1,neutral
en_0445830,"Doesn't scare away the critters

It makes for a cute yard decoration but the critters are not at all scared by it. Once the curiosity wears off and they realize it won't move, they ignore it. It's hollow plastic, so you'll have to weigh or anchor it down to keep the wind from knocking it over. It has a covered opening at the bottom which you can uncap to put in rocks, water, dirt, etc. to weigh it down. My mother tied hers to the trunk of the persimmon tree so it looks like she's holding a fake owl hostage and the squirrels still scamper up the tree.",3,1,neutral
en_0128720,"Four Stars

good product. nice view.",4,2,positive
en_0843501,"Also just pretty terrible in

Why is the main female character wearing heels the whole time?!? You CANNOT wear heels running through mus in the jungle. Also just pretty terrible in general",2,0,negative
en_0943137,"3/5

I thought it was okay. Really wanted to see an end fight scene. Hated that they skipped it. Lazy director?",3,1,neutral
en_0046164,"Well made!

Very comfortable vest. It's triple your sweat like in sauna.",5,2,positive
en_0390386,"OK for a while ...

These LED bulbs look great and give a nice light but are terribly prone to 'infant mortality' where they don't last more than a few weeks or months. Given that they should last seven years, that's a real disappointment. They need to refine their quality control.",2,0,negative
en_0878075,"Would not recommend- too flat and hard.

The pillow got really hard and gave me neck pain after a couple of weeks. It just gets flat and hard on the side ur resting ur head. I would not recommend it to anyone.",2,0,negative
en_0611710,"Runs small, need Spanx underneath for white!

I got this for my bachelorette party because I wanted an overtly sexy white dress but on short notice. I am 5’2, a decently fit 130 lbs, and usually wear a size 2 so I ordered the small. I was very worried about the white being see-through because fitted white clothes typically are. I wanted to be sexy but not vulgar! I put it on and it was tight! It stretches a lot so I was able to fit it comfortably but the more it stretches the more you can see through it. I have a 34C bust and the top fit fine and was not tight. If you get white, I recommend pasties. The midsection and bottom however were pretty constricting. No way I could wear underwear in it and you could see my butt pretty clearly through the dress if I bent over. I feel like the medium would’ve been a better fit and a bigger size would’ve helped with the transparency. A dark color would probably work though. The material itself is pretty decent. It’s very soft and is thick enough to be opaque if it’s not stretched too thin. I ended up getting Spanx shorts to wear underneath and it looked much better! (I’m wearing them under the dress in the photos) I couldn’t have worn the dress otherwise...just too tight and too sheer. Size up and get black!",3,1,neutral
en_0481862,"Meh

Meh. It works, you get what you pay for.",3,1,neutral
en_0956807,"Did not work.

I shampooed the dog, dried off the dog then put on the collar. The next thing I know she has more fleas and ticks than ever before! Not happy with product. Did not work at all.",1,0,negative
en_0375239,"Perfect for peace of mind

Wonderful product. Love the fact I can now have peace of mind while driving my late model van with a piece of technology typically offered in newer vehicles. The 7” mirror is larger then the factory mirror there now. I’m very happy with this product and appreciate the memory card being included.",5,2,positive
en_0263813,"Beautiful patterns

Going to be making quite a few items from this book. Lovely wraps, look warm and soft.",5,2,positive
en_0359889,"Works great.

Got these because I’m pregnant. Works great.",5,2,positive
en_0715577,"Hooked on the series

I’m two books into the Kyle Achilles series and hooked. Really fun reads. Great thrillers",5,2,positive
en_0827839,"Satisfying taste but not strong enough to help with sleeplessness. 😢

The taste is great but I didn’t feel that it caused any sleepiness or deeper sleep. I don’t want to increase the dosage due to the sweet content.",3,1,neutral
en_0671026,"Great flavor, came crushed

Many items in my Prime box came crushed and dented. This bag was popped and the contents were crushed. Tasty, but many did not make it.",4,2,positive
en_0264956,"Socks are water socks?!

Nice fit. But as far as moisture control. Sure. Keeps my feet wet. Not happy at all about these socks.",2,0,negative
en_0809752,"Four Stars

Excellent quality, clean sound! Children like to play on Lyons Soprano.",4,2,positive
en_0770948,"Not warm

I thought these would be warm because of the fur lining, they are not, I live in Michigan. My flannel lined leather gloves are warmer.",1,0,negative
en_0137199,"Awesome weighted blanket

I got this for my son. He loves it. It's really nice and the material is really good. My son said he don't know how he ever did without it. He said he sleeps so much better.",5,2,positive
en_0058887,"A must to store your plate setter

I wish I had bought this right away when I got my Green egg!",5,2,positive
en_0050914,"works marginally better than a regular plunger on low-flow toilets

works marginally better than a regular plunger on low-flow toilets, the Beehive is a much better design. This one is well built, though.",2,0,negative
en_0468806,"Terrible service

Terrible service, didn't receive on time, couldn't get a answer why.",1,0,negative
en_0231937,"Sweet

Got this to remind me of my dad 35yrs ago. He used it and the formula is the same. A bit sweet for my nose.",4,2,positive
en_0452963,"Great value.

Having a large bucket saves trips to the spa store.",5,2,positive
en_0955426,"Better pay more for better quality

The size of the letters are good , but they don’t stick good on walls And it’s super hard to peal them off from the plastic even white blow dryer super hot . I guess that’s why they are not too price . You get what you pay . Doesn’t worth it",2,0,negative
en_0053620,"Sizing isn't correct

I had to hem it but it's not terrible",3,1,neutral
en_0841194,"Some finishing work required.

Feels like I bought a knife kit more than a finished product. Handle is roughly shaped and poorly fit to the liners & bolster. Blades are sharp but sloppily ground. With some sandpaper, a wet stone and some WD40, this ought to make a descent knife. Just glad I looked before wrapping it up for Christmas.",3,1,neutral
en_0161442,"Reasonable price

Fair price and good quality provided.",4,2,positive
en_0241657,"Like it OK

Like it OK, but seems kind of flimsy. one of the edges broke while I was taking out of the box. Didn't install where I planned, but will find another use.",3,1,neutral
en_0281847,"Think twice

Wheels are poor quality, overall, a disappointing item of poor quality",2,0,negative
en_0375400,"MagSlider Lid doesn't do anything.

MagSlider Lid doesn't do anything. Certainly has nothing to do with sealing. Can't even swirl the liquid slightly without it coming through the lid. That aside, I like the Yeti for coffee and it keeps it hot for a long time as Yeti's are known to do...",4,2,positive
en_0283734,"Didn't work right out of box.

Doesn't work right out of box. It is very cute! Thank goodness for Amazon, they gave me a refuned and I hope next one works.",1,0,negative
en_0417453,"Value in mechanical pencils

I appreciate these mechanical pencils because they make it easy to keep a sharp point without going to a pencil sharpener every five minutes. This value pack includes extra lead and extra erasers which is a plus.",4,2,positive
en_0535574,"Messed up my fog lights.

I have a 3rd gen Toyota 4-Runner. I have to manually turn off my fog lights before I can use high beams. Also I can't turn off the lights. This is because the 4-Runner trys to run the lights in ""daylight mode"". To do this it pulses the lights on and off very quickly. With incandescent bulbs the effect is to dim the lights, but with these it just causes them to flicker. Finally the 5000K color may look brighter when you see the car, but doesn't necessarily make the road brighter. It really feels like you are driving with moonlight. Now, when I have low beams on and someone flashes their brights at me I can't flash my brights back. The effect is that rather than going to high beam, my fog lights just turn off. Now with low beam AND my fog lights on its not so bad since my fog lights add a small amount of yellow color which makes for a more natural view.",3,1,neutral
en_0916237,"Didnt get what i ordered.

I ordered batteries and received packets of liquid for a humidifier!!!! No batteries plus the order was placed almost two weeks ago.",1,0,negative
en_0957467,"Almost to good...

I love this Mic for recording rap and pop vocals, but be extremely careful on how your using it with your home studio setup. Its almost to sensitive. You can literally hear birds chirping outside and the sound of the air circulating in the room. Can be a good thing or a bad thing, as long as you make sure you plan ahead and make the correct setting adjustments and use a high pass filter. Some great plug ins that can help with that as well. Also, make sure this is the right mic for you in terms of the type of vocals you plan on recording. I use it for pop and rap vocals, which to me sound great, but others have advised against.",5,2,positive
en_0514717,"Disappointed

I honestly thought when I bought this that it would have like a floral smell but it’s anything but. I can’t really describe the smell other than to me, it smells like pot lol. My husband and son says it smells nice but I don’t think so. I was really disappointed as it was nothing like I excepted.",3,1,neutral
en_0871007,"Fun little toy

Love these! The bright color is fantastic - the suction cups work great - they entertain my daughter in the tub! I gave 4 stars instead of 5 stars only because my only recommendation is maybe a tiny drainage hole as water is easily trapped in the Jellyfish body.",4,2,positive
en_0727215,"Recommended by my Orthopedic Doc

Wear a size 8 shoe and this fit perfectly. I have pain from bone spurs on my great toe joint and this has helped reduce the pain. This was recommended to me by my orthopedic doctor. Doesn't take up much space in the shoe.",5,2,positive
en_0414879,"Nice Shirt

Nice basic oxford shirt. Decently made and at the price you can't go wrong.",4,2,positive
en_0707172,"These didn't work for me

I took them religiously like the directions said, but I had an adverse reaction to them, and had to stop",3,1,neutral
en_0605048,"Didn’t really fit or offer support.

There was no padding and the cups were very thin. I was uncomfortable because there was no support.",2,0,negative
en_0201495,"Must have for neck pain sufferers

I've used these for about 8 years now and they last for a long time even being used a few times a week. We keep a few sets in the freezer at all times and rotate through.",5,2,positive
en_0173172,"Beware these are not the size that are in the ...

Beware these are not the size that are in the picture.. They say they are light blocking but they really aren't that dark. I have some I bought from target and they do not let any light in! These aren't worth the money!",3,1,neutral
en_0202060,"Three Stars

Works okay - but my daughter rarely uses it",3,1,neutral
en_0927367,"Three Stars

Wrong product but return was painless",3,1,neutral
en_0318589,"I would have gave it 5 stars

When I first received these glasses I was very excited the magnification was perfect for the job that I do I need Clarity and close vision. However after a couple of weeks of wearing these glasses, I tend to wear them on top of my head when I'm not using them, the left arm broke Midway down I was so disappointed because I became very fond of these glasses. Because they're so inexpensive I might just buy another pair",3,1,neutral
en_0859369,"Beautiful Skirt

I love this skirt and cannot wait to wear it. I work in an office and would unfortunately run over the bottom with my chair. I am waiting until we go out this weekend and will pair it with boots and a button up shirt. The fit is really nice and the color is great. I Love the way it looks.",5,2,positive
en_0931042,"Enjoyable

This was purchased for the reader that loves the series. I would recommend first buying the books set VS this option.",5,2,positive
en_0249609,"Three Stars

they are alright. a bit rougher machined than I would prefer.",3,1,neutral
en_0681897,"Drink Pouches - Leakproof

The bags are a great size and function well. If you can store them upright in a freezer, rather than laying them flat you'll be better off. I found out the hard way that they leak even when triple checking that they are sealed tight. The straws are perfect size and the funnel definitely comes in handy when transferring ""juice"" into the pouches. I will order again but just being mindful to store them upright.",3,1,neutral
